frame_000,frame_001,frame_002,frame_003,frame_004,frame_005,frame_006,frame_007,frame_008,frame_009,frame_010,frame_011,frame_012,frame_013,frame_014,frame_015,frame_016,frame_017,frame_018,frame_019,frame_020,frame_021,frame_022,frame_023,frame_024,frame_025,frame_026,frame_027,frame_028,frame_029,frame_030,frame_031,frame_032,frame_033,frame_034,frame_035,frame_036,frame_037,frame_038,frame_039,frame_040,frame_041,frame_042,frame_043,frame_044,frame_045,frame_046,frame_047,frame_048
0.0,28.773584,23.20605,20.623774,20.028683,23.907839,32.22503,34.939762,30.832153,36.757355,34.975075,29.0634,32.26468,31.429342,33.796356,37.6896,36.06469,32.655113,35.73258,36.87085,32.08172,25.781408,27.062803,20.520432,20.2629,17.38608,24.01498,26.033485,29.08405,29.561153,36.53401,34.824345,28.236225,23.47639,25.847866,24.829912,26.85371,27.625387,28.823997,24.336414,26.112236,23.594599,29.15815,29.204292,31.795685,31.55207,25.068008,21.910427,21.480759
0.0,35.92281,31.976925,26.646408,23.581425,21.601822,24.182137,23.722527,19.765158,30.135223,32.345776,39.824,37.52095,38.540527,42.625065,40.058525,40.48991,35.306076,38.068047,30.991667,35.873222,36.305763,38.430645,29.840828,28.876657,21.074566,24.89132,17.894028,15.655025,21.7552,14.94507,22.692211,30.796856,29.634516,36.470444,35.493317,29.913015,24.542833,23.597006,24.00642,27.76696,25.141018,26.884119,29.615622,32.096283,29.676048,31.88904,36.947098,31.006298
0.0,37.530846,32.474632,36.910492,35.6953,38.49639,34.115738,32.49241,25.85355,24.20478,24.990383,21.251509,19.67218,27.849054,35.206543,35.27894,28.321568,38.42663,34.66252,35.861656,34.25315,37.377537,32.756,38.471222,44.999233,33.552193,43.010925,39.160522,36.378036,27.566845,24.574165,30.035234,19.997948,23.85521,16.939953,24.88506,29.640835,28.650139,33.3921,35.90999,32.13028,30.78953,24.500313,34.18193,35.1118,30.016785,32.16098,33.67581,29.845343
0.0,42.41056,29.495573,31.309692,32.32988,31.191397,36.210396,37.98823,37.61663,37.281975,36.162304,28.157333,23.983006,26.188473,24.322037,21.887302,17.55705,27.362667,32.108402,31.733755,36.050934,31.81094,37.295296,33.093674,36.00229,35.222282,42.03527,38.103207,38.2527,37.179558,36.887283,43.32824,37.071842,29.353031,26.756393,26.531673,18.754986,19.781776,18.813011,20.738344,25.57701,29.044151,32.24479,42.88215,47.13366,35.309944,36.474113,40.970055,32.15104
0.0,33.817856,39.88935,37.14411,45.268646,36.831192,33.67151,40.376137,39.040237,30.932785,34.896717,34.37067,35.96595,35.654686,29.738459,24.930832,27.027332,22.325348,22.663094,19.211391,28.822287,33.37107,31.358322,38.100185,38.397614,36.63032,34.12535,38.0578,37.464737,32.44059,42.402565,30.876755,31.153923,32.728348,40.432865,45.368725,36.162083,36.794395,26.779041,24.584589,19.942112,20.05497,22.095455,20.051922,27.21888,30.43279,43.173462,49.9601,42.462357
0.0,20.80528,23.432043,26.311687,27.972223,40.940575,40.432877,46.22922,42.641376,36.086742,36.30802,32.515564,36.252747,36.904358,40.74662,35.568687,33.02203,31.210854,24.32164,27.11958,21.874435,21.584656,19.167381,26.26046,28.643576,28.764597,34.31704,35.112686,37.44959,37.25241,35.343307,40.376694,39.66015,37.349197,35.18077,38.098606,38.554825,38.15844,33.514225,35.10994,39.7489,34.772057,25.984245,29.228783,24.496918,16.450806,23.351177,27.78053,33.232258
0.0,27.145128,23.131271,14.021277,12.94306,16.878397,24.839579,25.843182,28.258324,37.4422,38.478165,42.956055,48.21245,44.94845,46.63183,45.328007,31.067558,40.010735,32.22383,35.46721,29.988213,24.063503,24.674057,21.011845,21.231745,17.964619,19.122034,15.765781,22.872362,24.407885,27.623741,36.44077,41.36362,35.247726,38.263584,37.781586,40.8499,38.642162,35.011127,32.33426,35.73575,30.265697,36.029606,41.078712,43.588196,36.52368,33.43583,27.077917,18.301651
0.0,34.494755,37.730446,42.010506,32.917698,28.257233,25.624653,18.623966,13.8585205,15.393549,27.561184,26.368006,26.509766,38.5633,34.915745,43.8267,45.284836,43.52455,42.820366,30.744518,37.74707,32.823406,34.27808,31.321896,26.172663,21.916553,20.330112,21.624779,18.95328,20.484112,17.304314,17.458073,22.561245,22.116926,28.706497,32.878853,37.338276,38.858456,37.725266,38.00623,29.785553,34.82336,33.684425,36.824802,34.32271,39.379528,42.63218,43.570797,35.329174
0.0,19.670353,18.911945,30.14587,33.659206,33.465996,40.921227,31.713064,30.118336,27.025898,22.191849,16.23447,14.559284,13.520618,20.298267,23.542274,31.469736,33.838898,47.63735,38.050423,33.76272,39.214813,30.673378,36.898247,41.559128,31.054482,30.172586,31.453688,27.624445,20.389603,23.224724,21.80055,22.982746,22.102032,20.646795,16.793915,22.350563,23.497208,28.573767,32.683174,35.666115,35.76095,35.934704,40.254204,35.218388,37.17662,35.72537,32.87961,31.176542
0.0,28.578674,25.582098,22.635002,20.955414,20.507538,18.263498,26.56354,33.464333,33.588844,38.411324,32.922775,31.845325,26.154188,24.323208,16.885168,12.260049,13.559756,22.586071,31.51564,36.22792,46.476418,37.656578,38.426292,42.63881,33.040573,37.216026,30.344887,34.719257,36.920288,34.149734,32.446472,34.26394,25.655582,23.385645,23.617237,23.368303,21.027334,18.868765,19.61359,16.881315,23.618732,22.94702,30.354141,38.301113,34.073578,43.546207,38.3519,34.091984
0.0,43.70468,38.090668,41.183228,27.2521,25.066378,21.70097,24.749966,23.48108,22.940626,17.8703,30.005802,32.836773,38.40001,38.154835,38.67777,31.818762,23.335436,15.941325,13.26579,16.34093,24.031498,31.335995,33.71045,43.75665,37.7747,48.25495,38.13709,36.814087,41.140774,35.864326,33.348816,33.17576,35.00239,35.68349,31.292637,35.62062,29.338688,21.83817,26.16599,21.912537,22.840384,21.151073,22.090616,18.36066,26.491688,31.290531,32.80021,41.604176
0.0,39.072746,36.375107,43.572575,44.05613,38.960274,42.236,44.871796,32.282383,27.24576,26.228344,25.527893,22.445774,20.8151,20.802216,28.83276,36.679283,32.876076,33.35366,34.825153,23.240685,13.9689045,12.62022,13.16025,14.450273,21.570858,19.974861,31.004957,29.83819,35.27319,43.042618,47.792686,36.397503,35.35224,32.098938,27.442226,34.531727,36.658447,32.257072,37.29979,33.728546,30.891323,27.015638,24.896011,28.632147,24.427504,23.286041,22.480219,30.285416
0.0,34.76065,39.98022,41.45616,38.697254,31.076756,36.488136,40.836597,47.567867,42.445343,42.25614,40.07837,28.319798,28.702358,26.180496,28.1497,20.229185,19.032383,27.902168,33.24694,34.15925,33.56655,31.021225,22.405434,18.389862,13.537484,13.933407,14.024218,13.396795,13.331037,15.122782,23.120481,31.656733,39.87852,44.202545,45.677826,39.77653,37.276146,28.396036,30.271023,29.108963,33.19244,33.4347,31.584122,35.485962,31.858837,26.713959,26.720024,25.420769
0.0,37.414482,32.81054,34.08036,40.699768,38.75033,39.89061,44.63396,39.231808,33.83355,32.97998,41.62287,43.3059,38.657787,42.82538,39.265747,27.410841,24.029608,25.874071,19.692991,15.923446,26.386011,33.266342,31.551184,36.74766,37.000282,29.876043,25.708143,17.859062,19.614416,14.871775,14.16106,13.110381,15.376425,19.267702,22.138683,31.922596,35.72128,40.384926,38.89891,42.47876,37.290237,36.712814,35.33873,28.761316,36.273945,32.171825,29.233418,35.511772
0.0,39.274544,43.452003,44.01376,38.57076,35.745117,33.80404,32.879356,38.497635,37.004032,39.99109,42.698547,42.028946,42.245934,39.768253,45.78336,47.43489,41.035824,40.30239,29.440868,23.66758,25.014936,18.30856,15.853813,17.878218,24.29947,28.607668,32.052864,33.59247,34.168587,37.044113,30.862429,25.95816,21.404064,13.576408,12.698891,12.686838,15.618591,15.308543,22.225628,36.04985,33.171032,39.98325,38.951084,45.14121,32.204506,36.64563,35.672554,24.978811
0.0,35.755417,40.26235,35.49587,35.70569,37.792007,45.30599,40.83309,42.37287,36.502422,35.360462,30.272295,34.98155,41.70001,41.066986,54.097996,52.16166,42.540943,45.50906,47.667328,41.587856,37.18653,28.659378,21.828829,23.956291,26.016785,18.734856,16.482891,15.58843,15.146151,20.371964,32.025692,29.985891,33.729126,35.6054,33.85492,26.266838,20.950342,15.320413,13.822704,13.250378,14.235369,15.785669,23.090784,35.64056,31.703594,44.275146,49.216732,37.839203
0.0,43.7969,48.476486,41.43384,42.70791,39.44655,38.069466,35.084965,41.29192,39.239998,44.304363,42.90006,45.50857,36.447945,40.83193,42.656494,46.365,50.60417,55.69996,49.77992,45.906857,43.396454,46.66996,40.127045,43.543625,30.747288,27.328203,22.159718,21.634068,22.588709,24.298763,18.806484,18.610065,15.037874,24.365211,29.931057,32.478165,35.17936,34.586906,34.205536,31.79499,22.136093,23.262611,14.523235,13.781905,14.938189,18.907887,23.975208,33.745617
