frame_000,frame_001,frame_002,frame_003,frame_004,frame_005,frame_006,frame_007,frame_008,frame_009,frame_010,frame_011,frame_012,frame_013,frame_014,frame_015,frame_016,frame_017,frame_018,frame_019,frame_020,frame_021,frame_022,frame_023,frame_024,frame_025,frame_026,frame_027,frame_028,frame_029,frame_030,frame_031,frame_032,frame_033,frame_034,frame_035,frame_036,frame_037,frame_038,frame_039,frame_040,frame_041,frame_042,frame_043,frame_044,frame_045,frame_046,frame_047,frame_048
0.16275391,0.16908203,0.1755664,0.17917968,0.18256836,0.18345703,0.18121094,0.18334961,0.1846582,0.18865234,0.19777343,0.20084961,0.20307617,0.20097655,0.1990332,0.19416992,0.19358398,0.18875976,0.18182617,0.18496093,0.19621094,0.20913085,0.2146582,0.21495117,0.21408203,0.21441406,0.21190429,0.20519531,0.20016602,0.19798827,0.19326171,0.19089843,0.19689453,0.19933593,0.20484374,0.20771484,0.20512694,0.19957031,0.19566406,0.19102539,0.18887694,0.18933593,0.18795899,0.18073241,0.18046875,0.18376952,0.19443358,0.19822265,0.19867188
0.1681836,0.16499023,0.16168945,0.16151367,0.16479492,0.17099608,0.17733398,0.18519531,0.1893457,0.18783203,0.18436523,0.18719727,0.18832031,0.1908496,0.1977539,0.20095703,0.20032226,0.19875976,0.19417968,0.1959375,0.19083007,0.18339844,0.18646485,0.19492187,0.20350586,0.21308593,0.22000976,0.22037108,0.21895507,0.21677734,0.21599609,0.21267578,0.20418945,0.20058593,0.19568358,0.19376953,0.19805664,0.20125976,0.204375,0.20847656,0.20970702,0.20554687,0.20001952,0.19430664,0.19047852,0.1906543,0.18313476,0.18111327,0.18220703
0.20419921,0.20091796,0.19310546,0.18438476,0.17524414,0.16824219,0.16683593,0.16725585,0.17257813,0.17796874,0.18412109,0.18926758,0.19466797,0.19794922,0.19440429,0.19347656,0.19149414,0.19825195,0.20213866,0.20168945,0.20016602,0.19701171,0.19834961,0.19562499,0.19308594,0.18807617,0.18848632,0.19389649,0.20110351,0.20888671,0.21845703,0.22472656,0.22277343,0.21996093,0.21960936,0.21558593,0.20803711,0.20423828,0.20066406,0.19660155,0.1984375,0.20201172,0.20420898,0.2095996,0.21170898,0.20574218,0.20074219,0.19660155,0.19450195
0.20149414,0.2059082,0.2077246,0.20874023,0.20781249,0.20501953,0.19588867,0.18637694,0.17708984,0.17043945,0.16942382,0.17189452,0.17880858,0.18919921,0.19630858,0.20214844,0.20574218,0.20040038,0.1965039,0.1934668,0.20118164,0.20458007,0.20358399,0.20192382,0.1990332,0.19824219,0.20097655,0.20236328,0.20051758,0.1988867,0.19426757,0.19399413,0.20161133,0.20980468,0.22140625,0.22567382,0.225,0.22319335,0.22234374,0.22145507,0.2152539,0.20830077,0.20545898,0.19990234,0.20132811,0.20307617,0.20692383,0.21108398,0.21226563
0.20331055,0.19929688,0.19823241,0.19737305,0.19997069,0.20592773,0.20893554,0.21080078,0.20942383,0.20498046,0.19521484,0.18539062,0.17764647,0.17591797,0.18171875,0.18780273,0.19414063,0.20077148,0.20581055,0.20791991,0.20139648,0.19822265,0.19552734,0.19827148,0.20117188,0.20367187,0.20148437,0.20049804,0.20152344,0.20240234,0.20217773,0.20634764,0.20450194,0.2005078,0.19341797,0.19419922,0.20037109,0.2090625,0.21605468,0.22543944,0.22745116,0.22654296,0.22541015,0.2247461,0.21604492,0.20868164,0.20342773,0.19797851,0.19595702
0.2184082,0.2175,0.21441406,0.21198241,0.20865233,0.20234375,0.19939452,0.19791992,0.19927734,0.2074414,0.21198241,0.21344726,0.21027343,0.20469727,0.19283202,0.18508789,0.18062499,0.18698242,0.1933789,0.19904296,0.20416015,0.20774414,0.21129882,0.20808594,0.20347656,0.20088866,0.19661133,0.19331054,0.19512695,0.19698241,0.19811523,0.20083983,0.20375,0.20456055,0.20384765,0.20586914,0.20567383,0.20274414,0.19957031,0.19303711,0.19820312,0.20480469,0.21299805,0.22642578,0.22859375,0.22849609,0.22917968,0.22376953,0.2145117
0.21331054,0.21688476,0.22208007,0.22236328,0.2219043,0.22159179,0.2183496,0.21592773,0.21240234,0.20323242,0.20019531,0.20016602,0.20114258,0.20778319,0.21057616,0.20973632,0.20542969,0.19598633,0.1877246,0.18386719,0.18954101,0.19481444,0.20041992,0.20370117,0.20915039,0.21170898,0.2140039,0.21395507,0.21086913,0.20698242,0.20231445,0.19573241,0.19672851,0.20099609,0.20541991,0.20583007,0.20568359,0.2064746,0.20378906,0.2050293,0.2083789,0.2059961,0.20262694,0.19479492,0.20032226,0.20830077,0.2195996,0.2265625,0.22755858
0.19999999,0.20274414,0.20317382,0.20862304,0.21572265,0.2168164,0.22301757,0.22483398,0.22416991,0.22322266,0.22060546,0.21731445,0.21412109,0.20774414,0.20110351,0.19821289,0.20140624,0.21055664,0.21030273,0.20766601,0.19693358,0.18928711,0.18582031,0.18909179,0.19620116,0.20103516,0.20541015,0.20819336,0.21081054,0.21274413,0.21399413,0.21625,0.21429688,0.209375,0.20482421,0.19985351,0.19859375,0.20411132,0.20665039,0.20987304,0.20904297,0.20861328,0.20780273,0.20801757,0.20905273,0.20521484,0.19998047,0.1980957,0.20114258
0.19848633,0.20136718,0.20098633,0.19939452,0.20064452,0.20448242,0.20351562,0.20767577,0.21670897,0.21946289,0.22610351,0.22692382,0.22601563,0.22633788,0.22536132,0.22228515,0.2158789,0.20376952,0.19946289,0.2049414,0.21249999,0.21245116,0.21035156,0.20407227,0.19790038,0.19392578,0.19235352,0.19240233,0.19709961,0.20288086,0.20702147,0.21010742,0.21245116,0.2136914,0.21633789,0.21819335,0.21699218,0.21193358,0.20891601,0.20419921,0.2015332,0.20408203,0.20875975,0.2136914,0.21371093,0.2145117,0.21273437,0.21534179,0.2161328
0.1903711,0.19439453,0.19933593,0.20237304,0.20411132,0.20561522,0.20463866,0.204375,0.2027246,0.20614257,0.20608398,0.21206054,0.21924804,0.22154297,0.22888671,0.23046875,0.22879882,0.22771484,0.22364257,0.21639648,0.20458007,0.2014746,0.20424804,0.21194336,0.21438476,0.21536133,0.21567382,0.21323241,0.20943359,0.20404297,0.200625,0.19639648,0.19700195,0.20233399,0.20630859,0.20864257,0.21165039,0.21378906,0.21623047,0.21842773,0.22078125,0.21721679,0.21226563,0.20771484,0.20496093,0.21193358,0.21844727,0.22157227,0.22214843
